station_id,latitude,longitude
400000,38.081497999999996,-122.547963
400001,37.364084999999996,-121.901149
400002,37.584097,-122.328465
400006,37.605003,-122.065542
400007,37.586936,-122.337721
400009,37.864883,-122.303345
400010,37.629765,-122.40236499999999
400011,38.041862,-122.536533
400014,37.245818,-121.775473
400015,37.534901,-122.076575
400017,37.253303,-121.94543999999999
400025,37.892272,-122.06331000000002
400026,37.809611,-122.24636299999999
400027,37.914241,-122.317388
400028,37.649733000000005,-122.45196200000001
400030,37.359087,-121.90653799999998
400031,37.787056,-122.19619099999998
400037,37.943971000000005,-122.058927
400038,37.622701,-122.078223
400039,37.637025,-122.40403500000001
400040,37.294949,-121.87310900000001
400041,37.633534999999995,-122.085656
400043,37.753591,-122.40309199999999
400044,38.116791,-122.106303
400045,37.363402,-121.90223300000001
400048,37.867259999999995,-122.199105
400049,38.014621999999996,-121.99444799999999
400050,37.688984000000005,-122.114253
400052,37.255790999999995,-121.875479
400053,37.862138,-122.034099
400057,37.335021999999995,-121.93552199999999
400059,37.250481,-121.907735
400060,37.871809999999996,-122.305549
400065,37.320291999999995,-121.890281
400067,37.597694,-122.06028500000001
400069,37.385758,-121.977493
400071,37.567395,-122.26938999999999
400073,37.2563,-121.95555900000001
400074,38.108307,-122.22977
400075,37.825759999999995,-122.275143
400078,37.913722,-122.066597
400079,37.904377000000004,-122.313309
400082,37.980187,-122.317007
400083,37.839128,-122.264826
400084,37.329258,-122.01205300000001
400085,37.255594,-121.87471000000001
400088,37.414988,-121.91268500000001
400090,37.819445,-121.993177
400091,37.707229999999996,-122.16208700000001
400093,37.811953,-122.303779
400094,37.776769,-122.236107
400096,37.417981,-121.97254699999999
400097,37.279012,-122.01061399999999
400098,37.589175,-122.359999
400100,37.295052,-121.938872
400101,37.872945,-122.189548
400103,37.839085,-122.26443
400104,37.419313,-121.95548000000001
400105,37.77936,-121.97646399999999
400106,37.586325,-122.332169
400107,37.551284,-122.29401399999999
400108,37.190197,-121.99277099999999
400109,37.362706,-121.889426
400110,37.951643,-122.055554
400111,37.701409999999996,-121.888557
400112,37.998096000000004,-122.03823200000001
400113,37.932553000000006,-122.32601299999999
400115,37.688688,-122.114306
400116,37.634035,-122.403213
400118,37.780195,-121.976672
400119,37.608473,-122.389316
400122,37.36614,-121.901132
400124,38.036871999999995,-122.249008
400125,37.61875,-122.39902099999999
400126,37.856365999999994,-122.301014
400127,37.516003000000005,-122.10686100000001
400128,38.084834,-122.23313600000002
400132,37.243208,-121.80638700000002
400134,37.731787,-122.188781
400137,37.54653,-122.022581
400138,37.317118,-121.83048500000001
400141,37.523522,-121.989607
400143,38.074388,-122.54148300000001
400145,37.251692999999996,-121.83850100000001
400146,37.680405,-122.123301
400147,37.342209999999994,-121.926305
400148,37.250664,-121.912479
400149,37.4118,-122.077964
400150,37.874155,-122.04434599999999
400152,37.805463,-121.99026200000002
400153,37.700927,-121.826692
400154,37.226341999999995,-121.97515700000001
400156,37.727078999999996,-122.44501899999999
400158,37.421059,-121.93678
400160,37.348392,-121.86058899999999
400162,37.552538,-122.307782
400164,37.530179,-122.093116
400168,37.391166,-121.995524
400169,37.871257,-122.042369
400171,37.891457,-122.15206699999999
400172,37.376264,-121.93971200000001
400174,37.403686,-122.06976
400176,37.867545,-122.30418300000001
400178,37.276874,-121.863698
400180,37.674405,-122.114201
400181,37.244125,-121.77252800000001
400182,37.925458,-122.32064799999999
400183,37.689941999999995,-122.39066899999999
400184,37.964604,-122.055102
400185,37.303131,-122.034527
400186,37.572471,-122.046218
400189,37.493107,-121.94892800000001
400190,37.771395,-122.22316299999999
400192,37.71565,-122.173379
400193,37.935406,-122.060387
400195,37.321278,-121.834098
400197,37.895088,-122.11296200000001
400201,37.419185999999996,-121.96283100000001
400202,37.92135,-122.33761499999999
400203,37.822145,-122.259965
400204,37.521657,-122.102892
400206,37.381356,-121.96211000000001
400207,37.827979,-121.99814199999999
400208,37.918191,-122.06363999999999
400209,37.319961,-122.049031
400211,37.8897,-122.058213
400212,37.75546,-121.962333
400213,37.259192,-121.967128
400214,38.076333,-122.54236999999999
400216,37.919641999999996,-122.332292
400218,37.803542,-122.301498
400221,37.293614,-121.937899
400222,37.275395,-122.00470200000001
400223,37.208513,-121.721905
400224,37.835531,-122.26601299999999
400225,37.689656,-122.13658799999999
